question,domain,context_type,n_embed,unique_top1,hit_count
"가상자산소득에 대한 개정 소득세법 제21조 제1항 제27호, 제119조 제12호 타목의 적용 시기가 최종적으",law,paragraph,21,3,18
"제127조에 언급된 원천징수의무라는 것은 어떤 경우에 적용되며, 그 종류에는 어떤 것들이 있는가?",law,paragraph,21,10,10
"처분 과세액이 가장 높은 구성은 무엇이며, 그 특성에 대해 설명해주세요.",law,table,21,15,3
BOPP 필름과 개봉 테이프의 역할과 차이점은 무엇인가요?,law,table,21,12,0
구 관세법 시행령 제19조 제2항에서 권리사용료를 수입물품의 관세 과세가격에 가산하기 위한 요건은 무엇인가요,law,paragraph,21,7,1
국세기본법 제14조 제2항에서 언급하는 과세표준의 계산에 관한 규정이 어떠한 실질내용에 따라 적용되어야 하는,law,paragraph,21,8,8
"관세법 시행령 제19조 제3항 제1호 다목, 제2호는 어떠한 상황에서 권리사용료가 해당 물품과 관련된 것으로",law,paragraph,21,7,0
제1 라이선스 계약의 '기타 지적재산권'이 포함하는 것은 무엇인가요?,law,paragraph,21,6,2
"구 관세법 제30조에 따르면, 과세가격은 어떤 가격에 어떤 단계를 통해 조정되는 거래가격인가요?",law,paragraph,21,9,10
도 2와 도 3에 공통적으로 표시되어 있는 파트의 번호를 모두 나열하시오.,law,image,21,18,0
도 2에서만 표시된 파트의 번호와 해당 파트명을 모두 찾아주세요.,law,image,21,17,1
"원고가 특허청 심사관의 재심사 결과에 불복하여 취소심판을 청구한 날짜는 언제이며, 그에 따른 특허심판원의 결",law,paragraph,21,8,4
"선행 발명의 장치가 가지는 특성 중 단열의 제 2 질량체가 가진 역할은 무엇이고, 이를 통해 어떠한 이점을 ",law,table,21,9,0
"2023년부터 소득세법에 따른 출산 및 육아에 대한 세제지원이 강화되었는데, 6세 이하 자녀가 받는 보육수당",law,paragraph,21,5,17
"6세 이하의 자녀에 대한 의료비 공제를 받을 수 있는 경우, 적용되는 공제율은 몇 퍼센트인가요? 또한, 이 ",law,paragraph,21,7,14
"2023년 소득세법 개정 중 고소득 근로소득세액공제를 1억2천만원까지 적용한 후, 그 초과 금액에 대한 근로",law,paragraph,21,7,8
조합 등 출자금 배당소득 비과세 출자금 범위가 어떻게 변경되고 이를 언제부터 적용하게 되는가?,law,paragraph,21,9,12
재기중소기업인 특례 대상 확대와 적용기한 연장이 어떤 세법에 기반하여 이루어진 것인가요?,law,table,21,6,2
용역제공자에 관한 과세자료 제출에 대한 세액공제의 적용기한 연장이 언제까지인가요?,law,table,21,9,2
2024년부터 현금영수증을 의무발행해야하는 상황에 대해 구체적으로 설명해주세요.,law,paragraph,21,7,15
감염병 예방 조치에 따른 소상공인 손실보상금 익금 불산입의 적용 시기는 언제인가요?,law,paragraph,21,7,15
"원고 A이 시력 저하등의 증상이 발생한 시점은 언제로 보고, 그 시점 판단의 기준은 무엇인가요?",law,paragraph,21,7,11
의료진이 의무적으로 환자에게 설명해야 하는 사항에는 어떤 것들이 있을까요?,law,paragraph,21,5,17
"주어진 계산표에 기반하여 진찰에 필요한 총 비용은 얼마이며, 이는 몇 년 간격으로 발생한 비용인가?",law,table,21,8,5
"치료 종류 '재진 진찰료'에 대한 진찰료와 비용 총액을 엮어서 질문한다면, 어떻게 될까요?",law,table,21,12,6
판결서에서는 점포 내부에 기둥이 존재하는 경우 그 기둥이 어떤 요소들에 영향을 미칠 수 있다고 언급하였나?,law,paragraph,21,4,16
원고 주식회사가 제기한 특허무효심판 청구의 결과에 대해 어떤 절차와 결론이 있었나요?,law,paragraph,21,10,11
"피고가 주장한 이 사건 원고 제품들의 고유 구조는 무엇이고, 그에 대한 판단은 어떻게 이루어졌나요?",law,paragraph,21,9,3
"이지그릴 매직쿡과 원터치, 라이프 제품 중 어느 제품이 유일하게 검은색 베이스를 가지고 있는지 알려주세요.",law,image,21,5,0
"동일인 E가 소유하고 있는 주식은 얼마이고, 지분율은 얼마인가요?",law,table,21,14,3
주식회사 동일인의 주식 중에서 가장 많은 비율을 차지하는 주주는 누구인가요?,law,table,21,11,0
"2020년 3월 25일 정기주주총회에서 제25기 재무제표 승인 안건외에 어떤 안건이 있었고, 2021년 3월",law,table,21,7,10
"2020년 3월 24일에 개최된 주주총회에서 원고가 행사한 의결권은 어느 안건에 대한 것이었으며, 그 때 행",law,table,21,9,5
2020년 3월 24일에 개최된 정기 주주총회와 2021년 3월 26일에 개최된 정기 주주총회에서 상정된 각,law,table,21,9,9
원고가 출석하는 경우와 미출석하는 경우에서 결의사항 안건에 대한 찬성주식수 비율에 어떤 차이가 있는가?,law,table,21,8,11
공정거래법 제11조 제3호에 해당하지 않는다고 판단된 원고의 의결권 행사행위는 어떤 것인가요?,law,paragraph,21,7,9
한국표준산업분류상 금융업(K64)에 대한 정의는 무엇인지 설명해주세요.,law,paragraph,21,6,7
1986년에 신설된 공정거래법 제11조의 의결권 제한 제도는 어떤 종류의 회사들의 어떤 행위를 막기 위해 만,law,paragraph,21,5,16
2002.1.26 일부개정에서  의결권을 행사할 수 있는 경우는 무엇인가요?,law,table,21,13,1
코로나 19와 러시아-우크라이나 전쟁의 영향으로 전 세계적인 경제 불황이 닥친 상황에서 등장한 새로운 소비 ,commerce,paragraph,21,5,4
"2020년과 2022년에 각각 어떤 변화가 있어 소비자 체감 물가 및 소비자 동향 지수에 영향을 끼쳤으며, ",commerce,paragraph,21,6,15
"한국의 이커머스 시장은 지난 20년간 어떤 성장세를 보이고 있으며, 이를 통해 소비자들에게 무엇을 제공하고 ",commerce,paragraph,21,9,11
"베블런 효과가 작용하여 럭셔리 시장에서 수요가 증가하는 심리적 요인은 무엇이며, 그 요인들이 장기화된 코로나",commerce,paragraph,21,13,0
"국내 럭셔리 시장 규모가 2020년 대비 2021년에 어느 정도로 성장했으며, 이러한 변화는 어떤 요인들에 ",commerce,paragraph,21,14,0
"신명품 브랜드의 경제적 접근성과 브랜드 역사를 설명하고, 1980년대 이후 설립된 해당 브랜드의 예시 두 가",commerce,image,21,13,0
럭셔리 브랜드 기업들이 외식업계로 확장하는 이유와 그들이 제공하는 가치는 무엇인가요?,commerce,paragraph,21,10,0
2021년에 글로벌 사모펀드와 벤처 캐피털이 럭셔리 관련 기업에 투자한 액수와 이전년도 대비 증가율은 어떻게,commerce,paragraph,21,12,0
국내 리세일 시장에서 개인 간 거래인 C2C 형태 거래의 어려움과 이를 해결하기 위한 해결책으로 제공된 플랫,commerce,paragraph,21,13,0
"애플과 구글이 적용한 개인정보보호 강화 정책으로 인하여, 향후 마케팅 전략에서 어떤 점이 더욱 중요해질 것으",commerce,paragraph,21,3,19
재구매 고객의 평균 Historical LTV는 신규구매 고객 대비 얼마나 높은가요?,commerce,paragraph,21,3,19
전체 매출액 중 로얄 고객 10%가 발생시킨 매출액의 비율과 이들의 매출액 비중이 특별히 높은 업종 두 가지,commerce,paragraph,21,7,15
이커머스 사이트에서 신규 고객 유입보다 재구매 고객의 리텐션을 유지하는 것이 중요하다고 생각하는 이유는 무엇,commerce,paragraph,21,8,4
"이커머스 시장 규모가 가장 큰 국가와 그 규모, 이에 비해 가장 작은 규모를 보인 국가와 그 규모를 알려주세",commerce,table,21,7,3
2020년 글로벌 이커머스 시장의 규모와 온라인 소비에서 중국이 차지하는 비율은 얼마인가요?,commerce,paragraph,21,8,3
"이커머스 시장에서 상위 3개 사업자의 점유율이 가장 높은 국가는 어디이며, 그 점유율과 사업자 이름은 무엇인",commerce,table,21,4,18
"2018년 대비 2020년의 Alibaba, JD.com, 핀둬둬의 GMV 증가율은 각각 어떻게 되는가?",commerce,table,21,12,9
"알리바바, JD.com, 핀두오두오가 2018년부터 2020년까지 영업이익 혹은 영업손실을 보였는지 상세하게",commerce,image,21,6,16
2018년부터 2020년까지 아마존의 GMV가 얼마나 증가했는지 금액으로 알려주세요.,commerce,image,21,8,12
"해당 이미지에서 나타난 2020년 국내 이커머스 시장에서 각 업체의 비중을 표기하고, 그 중에서 가장 비중이",commerce,image,21,7,2
"쿠팡이 IPO를 통해 확보한 자금을 사영하는 데 있어서 주요 전략은 무엇이며, 이에 따른 잠재적인 비효율성은",commerce,paragraph,21,6,16
세 가지 유형 중 정기 배송형 구독 서비스의 대표적인 업체 이름과 해당 업체에서 제공하는 대상 상품들을 비롯,commerce,table,21,5,17
배달 시장의 진출이 이커머스 업체에 어떤 형태로 경쟁력 제고에 이바지하나요?,commerce,paragraph,21,3,19
"라이브11과 글랜스TV는 동일한 어떤 활동을 이용하여 커머스와 연계하였으며, 그들의 호스트는 각각 누구인가요",commerce,image,21,7,13
퀵커머스와 이커머스의 주요 경쟁력을 비교 설명해보세요,commerce,image,21,13,0
"이커머스 소비자들이 가장 관심을 두는 정보와 그 다음으로 관심을 두는 정보는 무엇이며, 이러한 정보를 얻기 ",commerce,paragraph,21,9,12
"전체적으로 이용률이 높은 인터넷 서비스 종류는 어떤 것들이며, 이들 서비스의 순위는 어떻게 되나요?",commerce,image,21,16,0
라이브커머스 이용률이 가장 높은 서비스는 무엇이며 그 이유는 무엇인가요?,commerce,paragraph,21,8,4
"YGX의 멤버들이 참여한 2021년도 캠페인의 주 고객층은 누구이며, 이들을 타겟으로 하여 어떤 방식으로 주",commerce,image,21,6,16
"2021년 하반기 캠페인에서 배우 이유리가 직접 참여한 활동은 무엇이고, 그 결과로 어떤 변화를 가져왔는지 ",commerce,image,21,9,8
𝟮𝟬𝟮𝟭년 𝗖𝗨의 메타버스 월드 제페토 캠페인에서 CU 공식 캐릭터와 찍은 사진을 SNS에 공유하는 방식을 ,commerce,image,21,4,18
"2010년부터 2020년까지 한국의 유통시장과 온라인몰 시장의 성장률을 비교했을 때, 어떤 시장이 더 빠르게",commerce,image,21,12,4
HelpNow AI를 도입했을 때 수작업으로 수행하던 챗봇 학습 데이터 튜닝이나 NLU 트레이닝 과정이 자동,commerce,paragraph,21,2,20
"CSP AI 영역에는 어떤 서비스들이 존재하고, 이와 비교하여 기업시스템은 어떠한 시스템을 구성하고 있나요?",commerce,image,21,10,6
얼럿나우 서비스의 주요 기능과 효과에 대해 설명해주세요.,commerce,image,21,7,13
클라우드 기반의 부릉 TMS 솔루션은 어떤 방식으로 배송 이력 추적 및 분석을 통한 의사 결정을 도와주나요?,commerce,paragraph,21,5,17
"bigin의 가장 큰 차별점이 무엇이며, 이를 통해 어떤 이점을 얻을 수 있나요?",commerce,paragraph,21,9,12
"소셜프레임이 실시간으로 연동되는 소셜 미디어 플랫폼들은 무엇이며, 이를 통해 어떻게 온라인과 오프라인을 연동",commerce,image,21,5,14
클레임 즉시 대응 방안에서 제안하는 클레임 대응 시간은 몇 초 이내인가요? 그리고 이를 통해 어떠한 효과를 ,commerce,image,21,16,1
그루브웍스가 제공하는 '아바톡'이란 메타버스 전용 3D아바타형 AI커뮤니케이션 서비스의 특징 및 기능을 상세,commerce,paragraph,21,4,7
라이브커머스 이용자 중 비율이 가장 높은 연령대와 가장 많이 구매하는 상품 유형은 무엇인가요?,commerce,paragraph,21,6,16
라이브커머스에서 소비자들이 생산자인 농업인이 직접 쇼호스트를 맡는 것을 선호하는 이유는 무엇인가요?,commerce,paragraph,21,5,17
구매하고자 하는 품질에 대한 선호도 순위를 최고부터 최저까지 나열해 주세요,commerce,table,21,12,2
"B2B 기업의 온라인 매출 규모가 2018년과 2020년에 얼마나 증가했으며, 이러한 현상에 대해 Gartn",commerce,paragraph,21,5,14
"2025년까지 밀레니얼 세대가 노동력의 어느 정도를 차지할 것으로 예상되며, 이들 중 어느 정도 비율이 단독",commerce,paragraph,21,10,12
e커머스 통합이 기업에게 리소스를 효율적으로 활용하게 만드는 구체적인 방법은 무엇인가요?,commerce,paragraph,21,5,17
Adobe Commerce 고객이 한 해 동안 전체 주문 규모 중 어느 정도 비율을 온라인 주문으로 전환하는,commerce,paragraph,21,3,19
"자동화된 SKU 확인을 통해 어떠한 점들을 검토할 수 있으며, 그로 인해 어떠한 이점을 얻을 수 있는지 설명",commerce,paragraph,21,11,8
"디지털 커머스를 활용하여 고객 만족도와 매출 증가에 성공한 US Foods, Coca-Cola, Levi’s",commerce,paragraph,21,4,18
"미국의 야후가 NFL 팬들을 위하여 어떠한 새로운 기능을 도입하였으며, 이 기능을 통해 팬들에게 어떠한 체험",commerce,paragraph,21,5,16
<Emily in Paris> 시즌2에서 넷플릭스.샵을 통해 판매한 상품 외에 어떤 판매 채널을 이용하였는지,commerce,paragraph,21,4,17
"중국의 라이브커머스 산업은 2019년에 어떤 특징을 보였고, 이는 어떤 요인에 의해 촉발되었나요?",commerce,paragraph,21,8,6
"텍스트, 이미지, 쇼트클립, 라방의 조합은 어떻게 소비자의 온라인 쇼핑 가이드가 되어, 정보 획득과 구매 의",commerce,paragraph,21,3,19
중국 소비자의 라방 시청 이유 중 '더 많은 브랜드를 알기 위해'와 '스타/왕홍 따라 구매'의 백분율 차이는,commerce,image,21,5,0
2020년 중국 라이브커머스 시장 규모와 예상되는 2023년의 규모 변화에 대해 서술하시오.,commerce,paragraph,21,4,18
2020년 기업의 자체 라방 거래액이 전체 생방송 라이브커머스 대비 차지하는 비율과 2023년에 예상되는 그,commerce,paragraph,21,6,15
"콰이서우와 틱톡에서 거래비율이 급성장한 연도와 그 이유, 그리고 현재 거래액은 어떻게 되는지 설명해주세요.",commerce,paragraph,21,7,15
틱톡과 콰이서우의 서비스 업체 보상 정책이 어떻게 서로 다른가요?,commerce,image,21,4,0
한국콘텐츠진흥원 북경비즈니스센터의 시설 중 상설전시공간에서는 어떤 종류의 한국 콘텐츠 상품들을 전시하고 있나,commerce,paragraph,21,7,13
KOCCA 북경비즈니스센터의 통역 서비스를 신청하기 위해 필요한 절차와 조건은 무엇인가요?,commerce,paragraph,21,6,16
